datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name
0.7883,1896.8,METERS,GHCND:US1WYLM0131,41.1858,-104.8149,2019-06-22,2013-03-01,"CHEYENNE 3.0 NNW, WY US"
0.6777,1853.2,METERS,GHCND:US1WYLM0138,41.1429,-104.7897,2019-06-22,2010-11-08,"CHEYENNE 0.2 SE, WY US"
0.9383,1873.9,METERS,GHCND:US1WYLM0139,41.2316,-104.7737,2019-06-22,2013-04-06,"CHEYENNE 6.0 N, WY US"
0.9149,1796.2,METERS,GHCND:US1WYLM0142,41.163,-104.6091,2019-06-22,2013-04-08,"CHEYENNE 9.6 E, WY US"
0.4976,1688.3,METERS,GHCND:US1WYLM0147,41.0892,-104.4083,2019-06-22,2013-04-06,"CARPENTER 4.1 NW, WY US"
0.9419,1887.6,METERS,GHCND:US1WYLM0164,41.2027,-104.7926,2019-06-22,2014-03-31,"CHEYENNE 4.0 N, WY US"
0.2845,1691.0,METERS,GHCND:US1WYLM0180,41.1855,-104.4002,2019-06-22,2012-11-11,"BURNS 2.2 W, WY US"
0.8969,1836.4,METERS,GHCND:US1WYLM0181,41.2037,-104.722,2019-06-22,2015-07-18,"CHEYENNE 5.4 NE, WY US"
1.0,1869.9,METERS,GHCND:US1WYLM0190,41.1493,-104.8195,2019-06-22,2017-04-29,"CHEYENNE 1.4 W, WY US"
0.9413,1862.3,METERS,GHCND:US1WYLM0193,41.174,-104.7604,2019-06-22,2018-03-20,"CHEYENNE 2.6 NE, WY US"
0.8866,1893.7,METERS,GHCND:US1WYLM0197,41.1885,-104.8176,2019-06-22,2018-07-23,"CHEYENNE 3.3 NNW, WY US"
0.9475,1774.5,METERS,GHCND:US1WYLM0198,41.1079,-104.6021,2019-06-22,2018-07-15,"CHEYENNE 10.2 ESE, WY US"
0.9727,2135.1,METERS,GHCND:US1WYLN0002,42.5519,-110.8884,2019-06-22,2004-04-27,"SMOOT 4.9 SSE, WY US"
0.9324,1943.7,METERS,GHCND:US1WYLN0017,42.9765,-110.9497,2019-06-22,2011-05-01,"THAYNE 4.7 NNE, WY US"
0.9506,1855.0,METERS,GHCND:US1WYLN0018,42.9019,-110.9847,2019-06-22,2012-03-01,"THAYNE 1.5 SE, WY US"
0.9811,1905.9,METERS,GHCND:US1WYLN0019,42.9726,-110.9605,2019-06-22,2013-04-01,"STAR VALLEY RANCH 0.3 WNW, WY US"
0.8735,1594.1,METERS,GHCND:US1WYNB0009,42.6102,-104.7362,2019-06-22,2005-08-01,"MANVILLE 13 SSW, WY US"
0.7355,1842.5,METERS,GHCND:US1WYNT0014,43.3499,-107.4803,2019-06-22,2005-05-07,"LYSITE 12 NE, WY US"
0.9202,1683.1,METERS,GHCND:US1WYNT0028,42.8095,-106.3315,2019-06-22,2007-04-17,"CASPER 1.6 S, WY US"
0.9231,1908.7,METERS,GHCND:US1WYNT0053,42.7668,-106.3551,2019-06-22,2013-10-11,"CASPER 4.7 SSW, WY US"
0.6716,1620.0,METERS,GHCND:US1WYNT0064,42.818,-106.3447,2019-06-22,2013-09-09,"CASPER 1.3 SW, WY US"
0.9539,1635.3,METERS,GHCND:US1WYNT0080,42.6714,-106.5881,2019-06-22,2017-03-20,"CASPER 17.2 SW, WY US"
0.9801,1573.1,METERS,GHCND:US1WYPK0007,44.5103,-109.0994,2019-06-22,2005-03-09,"CODY 2.4 WSW, WY US"
0.9878,1367.0,METERS,GHCND:US1WYPK0008,44.7128,-108.8204,2019-06-22,2005-04-22,"POWELL 4.2 SW, WY US"
0.9914,1344.2,METERS,GHCND:US1WYPK0011,44.7584,-108.7769,2019-06-22,2006-01-14,"POWELL 0.9 W, WY US"
0.9266,1307.0,METERS,GHCND:US1WYPK0013,44.7825,-108.6879,2019-06-22,2006-11-01,"POWELL 3.9 ENE, WY US"
0.957,1570.3,METERS,GHCND:US1WYPK0018,44.4884,-108.9916,2019-06-22,2008-04-30,"CODY 3.8 SE, WY US"
0.565,1555.1,METERS,GHCND:US1WYPK0025,44.508,-109.0389,2019-06-22,2011-11-15,"CODY 1.0 SE, WY US"
0.1171,1566.4,METERS,GHCND:US1WYPK0033,44.5099,-109.0691,2019-06-22,1998-06-17,"CODY 1.0 SW, WY US"
0.9443,1505.4,METERS,GHCND:US1WYPK0037,44.5387,-109.0248,2019-06-22,2016-11-13,"CODY 2.0 NE, WY US"
0.9754,1662.4,METERS,GHCND:US1WYPT0014,41.8262,-105.2054,2019-06-22,2008-05-08,"WHEATLAND 20.0 SW, WY US"
0.941,1389.9,METERS,GHCND:US1WYPT0018,42.1938,-104.7265,2019-06-22,2012-09-12,"GUERNSEY 5.1 S, WY US"
0.8241,0.0,METERS,GHCND:US1WYPT0025,42.2648,-104.7506,2019-06-22,2013-10-28,"GUERNSEY 0.3 WSW, WY US"
0.8833,1136.9,METERS,GHCND:US1WYSH0001,44.8126,-106.958,2019-06-22,2004-05-12,"SHERIDAN 1.0 N, WY US"
0.9372,1323.1,METERS,GHCND:US1WYSH0005,44.6209,-106.8029,2019-06-22,2005-01-29,"BANNER 3.5 E, WY US"
0.9226,1161.9,METERS,GHCND:US1WYSH0010,44.7029,-106.3261,2019-06-22,2005-04-27,"CLEARMONT 5.1 NNE, WY US"
0.9226,1175.9,METERS,GHCND:US1WYSH0014,44.8122,-106.9763,2019-06-22,2005-01-01,"SHERIDAN 1.7 NW, WY US"
0.9473,1081.1,METERS,GHCND:US1WYSH0018,44.9769,-106.8475,2019-06-22,2007-10-12,"SHERIDAN 13.8 NNE, WY US"
0.7809,1228.6,METERS,GHCND:US1WYSH0023,44.747,-106.9852,2019-06-22,2010-07-07,"SHERIDAN 3.4 SSW, WY US"
0.4028,1194.5,METERS,GHCND:US1WYSH0031,44.8767,-107.2631,2019-06-22,2013-09-14,"DAYTON 0.3 N, WY US"
0.9985,1656.3,METERS,GHCND:US1WYSH0033,44.5654,-106.9281,2019-06-22,2014-01-28,"STORY 2.1 WSW, WY US"
0.8227,1192.7,METERS,GHCND:US1WYSH0035,44.7705,-107.0561,2019-06-22,2014-03-17,"SHERIDAN 5.1 WSW, WY US"
0.7047,1656.6,METERS,GHCND:US1WYSH0044,44.5765,-106.9294,2019-06-22,2014-06-24,"STORY 2.1 W, WY US"
0.9476,1238.1,METERS,GHCND:US1WYSH0048,44.6803,-106.9869,2019-06-22,2017-10-01,"BIG HORN 0.3 ESE, WY US"
0.5364,2275.0,METERS,GHCND:US1WYSL0007,42.9818,-110.0871,2019-06-22,2006-10-20,"PINEDALE 13.8 NW, WY US"
0.8178,1909.9,METERS,GHCND:US1WYSW0010,41.597,-109.2112,2019-06-22,2007-08-03,"ROCK SPRINGS 0.5 E, WY US"
0.6627,2057.4,METERS,GHCND:US1WYSW0016,41.5072,-109.1554,2019-06-22,2009-11-12,"ROCK SPRINGS 7.1 SSE, WY US"
0.993,1910.8,METERS,GHCND:US1WYSW0019,41.5851,-109.2225,2019-06-22,2012-10-12,"ROCK SPRINGS 0.9 S, WY US"
0.9526,1980.6,METERS,GHCND:US1WYSW0030,41.6535,-109.2645,2019-06-22,2015-01-12,"ROCK SPRINGS 4.4 NNW, WY US"
0.9951,1892.5,METERS,GHCND:US1WYSW0032,41.4942,-109.4503,2019-06-22,2016-02-04,"GREEN RIVER 1.8 SSE, WY US"
0.8059,2030.9,METERS,GHCND:US1WYTT0009,43.6215,-110.6253,2019-06-22,2006-11-23,"JACKSON 12.3 NE, WY US"
0.7549,1932.1,METERS,GHCND:US1WYTT0015,43.596,-110.7981,2019-06-22,2008-02-19,"TETON VILLAGE 1.6 NE, WY US"
0.8775,1260.7,METERS,GHCND:US1WYWH0009,43.9197,-108.0591,2019-06-22,2011-12-11,"WORLAND 7.8 SW, WY US"
0.9575,1349.0,METERS,GHCND:US1WYWH0013,44.0308,-107.4509,2019-06-22,2013-05-09,"TEN SLEEP 0.3 SSW, WY US"
0.9369,1285.0,METERS,GHCND:US1WYWH0014,43.858,-108.164,2019-06-22,2013-09-14,"WORLAND 14.4 SW, WY US"
0.737,1156.7,METERS,GHCND:US1WYWS0010,43.6656,-104.2649,2019-06-22,2010-04-06,"NEWCASTLE 13.0 SSW, WY US"
0.9987,1457.6,METERS,GHCND:US1WYWS0016,43.9334,-104.9221,2019-06-22,2013-05-22,"UPTON 18.8 SW, WY US"
0.4673,249.3,METERS,GHCND:USC00010063,34.2553,-87.1814,2019-06-22,1938-03-01,"ADDISON, AL US"
0.9848,195.1,METERS,GHCND:USC00010160,32.9452,-85.948,2019-06-22,1969-10-01,"ALEXANDER CITY, AL US"
0.9805,50.3,METERS,GHCND:USC00010184,33.21,-88.2878,2019-06-22,1980-05-01,"ALICEVILLE L AND D, AL US"
0.7263,91.4,METERS,GHCND:USC00010402,31.182,-87.439,2019-06-22,1940-03-27,"ATMORE, AL US"
0.9943,85.3,METERS,GHCND:USC00010505,33.4527,-87.3572,2019-06-22,1957-02-01,"BANKHEAD LOCK AND DAM, AL US"
0.9553,140.5,METERS,GHCND:USC00011225,33.4517,-86.7158,2019-06-22,1981-12-01,"CAHABA PUMP HOUSE, AL US"
0.8904,161.5,METERS,GHCND:USC00011288,33.0944,-86.7455,2019-06-22,1900-09-16,"CALERA, AL US"
0.8673,182.9,METERS,GHCND:USC00011490,34.15,-85.6846,2019-06-22,2002-01-01,"CENTRE, AL US"
0.9908,127.4,METERS,GHCND:USC00011620,33.285,-86.3431,2019-06-22,1957-03-01,"CHILDERSBURG WATER PLANT, AL US"
0.8748,15.2,METERS,GHCND:USC00011690,31.61444,-87.55028,2019-06-22,1952-10-01,"CLAIBORNE LOCK AND DAM, AL US"
0.9228,173.4,METERS,GHCND:USC00011725,31.8709,-85.4501,2019-06-22,1928-11-01,"CLAYTON, AL US"
0.9419,14.0,METERS,GHCND:USC00011810,31.7562,-88.1288,2019-06-22,1982-12-01,"COFFEEVILLE LOCK AND DAM, AL US"
0.9615,2.4,METERS,GHCND:USC00012172,30.2505,-88.0775,2019-06-22,1975-08-01,"DAUPHIN ISLAND NUMBER 2, AL US"
0.9406,167.6,METERS,GHCND:USC00012209,34.57556,-86.93389,2019-06-22,1998-12-01,"DECATUR 4 SE, AL US"
0.9778,30.5,METERS,GHCND:USC00012245,32.5193,-87.88,2019-06-22,1951-07-01,"DEMOPOLIS LOCK AND DAM, AL US"
0.8832,102.7,METERS,GHCND:USC00012675,31.2975,-85.8996,2019-06-22,1966-06-01,"ENTERPRISE 2 W, AL US"
0.608,108.8,METERS,GHCND:USC00012883,33.7091,-87.8152,2019-06-22,1892-03-06,"FAYETTE, AL US"
0.8529,279.5,METERS,GHCND:USC00013043,34.4406,-85.7236,2019-06-22,1935-07-15,"FORT PAYNE, AL US"
0.9866,38.1,METERS,GHCND:USC00013160,32.8347,-88.1341,2019-06-22,1948-06-01,"GAINESVILLE LOCK, AL US"
0.9935,44.2,METERS,GHCND:USC00013251,31.03833,-85.87083,2019-06-22,1976-05-01,"GENEVA NUMBER 2, AL US"
0.9031,176.2,METERS,GHCND:USC00013573,34.3344,-86.3297,2019-06-22,1904-12-01,"GUNTERSVILLE, AL US"
0.9698,181.4,METERS,GHCND:USC00013575,34.3347,-86.3294,2019-06-22,1995-11-01,"GUNTERSVILLE NUMBER 2, AL US"
0.9957,132.6,METERS,GHCND:USC00013645,34.0966,-87.9913,2019-06-22,1962-01-01,"HAMILTON 3 S, AL US"
0.9615,59.4,METERS,GHCND:USC00013930,33.2533,-87.45,2019-06-22,1981-01-01,"HOLT LOCK AND DAM, AL US"
0.9709,71.6,METERS,GHCND:USC00013931,32.23056,-86.34722,2019-06-22,2017-10-12,"HOPE HULL 3 S, AL US"
0.8494,67.1,METERS,GHCND:USC00014193,31.5253,-87.9277,2019-06-22,1961-10-01,"JACKSON, AL US"
0.8195,192.0,METERS,GHCND:USC00014209,33.82585,-85.78115,2019-06-22,1948-07-01,"JACKSONVILLE, AL US"
0.8801,35.1,METERS,GHCND:USC00015420,32.1002,-87.3982,2019-06-22,1981-01-01,"MILLERS FERRY LOCK AND DAM, AL US"
0.9805,189.6,METERS,GHCND:USC00015635,34.48833,-87.29889,2019-06-22,1957-04-01,"MOULTON 2, AL US"
0.9762,164.6,METERS,GHCND:USC00015751,34.7586,-87.6411,2019-06-22,2012-01-01,"MUSCLE SHOALS WATER PLANT, AL US"
0.8574,335.3,METERS,GHCND:USC00016121,33.9265,-86.42116,2019-06-22,1894-08-21,"ONEONTA, AL US"
0.9354,195.1,METERS,GHCND:USC00016129,32.6592,-85.4492,2019-06-22,1957-03-01,"OPELIKA, AL US"
0.9978,179.8,METERS,GHCND:USC00016196,34.5528,-86.445,2019-06-22,2004-09-01,"OWENS CROSS ROADS 3 S, AL US"
0.9349,187.5,METERS,GHCND:USC00017304,34.6736,-86.0536,2019-06-22,1891-10-08,"SCOTTSBORO, AL US"
0.981,44.8,METERS,GHCND:USC00017366,32.411,-87.0144,2019-06-22,1895-01-01,"SELMA, AL US"
0.8419,149.4,METERS,GHCND:USC00017999,33.2053,-86.2114,2019-06-22,1950-03-06,"SYLACAUGA 4 NE, AL US"
0.954,46.3,METERS,GHCND:USC00018385,33.2097,-87.5936,2019-06-22,1900-01-01,"TUSCALOOSA OLIVER DAM, AL US"
0.9056,216.4,METERS,GHCND:USC00018608,33.13611,-85.58694,2019-06-22,2003-10-01,"WADLEY NR 2, AL US"
0.9798,33.5,METERS,GHCND:USC00018673,32.77472,-87.83056,2019-06-22,1958-02-01,"WARRIOR LOCK AND DAM, AL US"
0.8951,1199.4,METERS,GHCND:USC00020586,34.5975,-113.1745,2019-06-22,1925-05-01,"BAGDAD, AZ US"
0.9326,825.1,METERS,GHCND:USC00021357,32.4177,-110.9302,2019-06-22,2007-04-01,"CATALINA STATE PARK, AZ US"
0.9827,1115.6,METERS,GHCND:USC00023501,33.3947,-110.7933,2019-06-22,2009-03-01,"GLOBE NUMBER 3, AZ US"
0.9793,2158.9,METERS,GHCND:USC00023582,36.0597,-112.1098,2019-06-22,2011-10-27,"GRAND CANYON VISITOR CENTER, AZ US"
0.9885,2279.9,METERS,GHCND:USC00023584,36.0353,-111.8304,2019-06-22,2011-11-03,"GRAND CANYON EAST ENTRANCE, AZ US"
0.9624,1508.8,METERS,GHCND:USC00024453,34.7522,-112.1114,2019-06-22,1897-09-01,"JEROME, AZ US"
0.9957,1429.5,METERS,GHCND:USC00024534,31.8352,-110.3552,2019-06-22,2009-11-01,"KARTCHNER CAVERNS, AZ US"
0.9661,2069.6,METERS,GHCND:USC00024675,31.96018,-111.59787,2019-06-22,1960-09-01,"KITT PEAK, AZ US"
0.9941,2141.8,METERS,GHCND:USC00025737,32.3859,-110.69799,2019-06-22,2018-01-30,"MOUNT LEMMON WILLOW CANYON, AZ US"
0.9816,1400.6,METERS,GHCND:USC00026117,32.61,-110.7317,2019-06-22,2010-02-01,"ORACLE STATE PARK, AZ US"
0.9793,1499.6,METERS,GHCND:USC00026616,36.8626,-112.7374,2019-06-22,1963-06-01,"PIPE SPRINGS NATIONAL MONUMENT, AZ US"
0.9812,1586.5,METERS,GHCND:USC00026796,34.5706,-112.4322,2019-06-22,1898-05-01,"PRESCOTT, AZ US"
0.9552,938.8,METERS,GHCND:USC00027398,32.1794,-110.7363,2019-06-22,2009-07-01,"SAGUARO NATIONAL PARK, AZ US"
0.9097,1403.9,METERS,GHCND:USC00027880,31.53699,-110.28073,2019-06-22,1982-03-01,"SIERRA VISTA, AZ US"
0.9873,2127.5,METERS,GHCND:USC00028329,35.3694,-111.5436,2019-06-22,1969-12-01,"SUNSET CRATER NM, AZ US"
0.9297,770.2,METERS,GHCND:USC00028590,32.3391,-110.9808,2019-06-22,2009-07-01,"TOHONO CHUL, AZ US"
0.6228,2040.6,METERS,GHCND:USC00029156,35.1721,-111.5097,2019-06-22,1910-10-01,"WALNUT CANYON N.M., AZ US"
0.9549,1271.0,METERS,GHCND:USC00029334,32.2553,-109.8369,2019-06-22,1898-06-01,"WILLCOX, AZ US"
0.9615,1496.0,METERS,GHCND:USC00029542,35.5247,-111.3702,2019-06-22,1940-01-01,"WUPATKI NM, AZ US"
0.6677,78.6,METERS,GHCND:USC00030064,35.9307,-91.055,2019-06-22,1905-05-12,"ALICIA 2 NNE, AR US"
0.9909,212.8,METERS,GHCND:USC00030130,34.7961,-92.8417,2019-06-22,1937-01-06,"ALUM FORK, AR US"
0.9138,91.4,METERS,GHCND:USC00030178,34.0275,-93.4332,2019-06-22,1940-03-18,"ANTOINE 1 SW, AR US"
0.5489,97.5,METERS,GHCND:USC00030286,33.6195,-94.0994,2019-06-22,1893-04-01,"ASHDOWN 4 SSE, AR US"
0.9547,88.4,METERS,GHCND:USC00030460,35.7595,-91.6384,2019-06-22,1904-07-26,"BATESVILLE LOCK AND DAM 1, AR US"
0.7674,94.5,METERS,GHCND:USC00030582,34.5675,-92.6006,2019-06-22,1907-03-01,"BENTON, AR US"
0.9484,365.8,METERS,GHCND:USC00030664,34.4619,-93.9983,2019-06-22,1944-05-01,"BIG FORK 1 SSE, AR US"
0.8735,101.8,METERS,GHCND:USC00030746,36.1367,-91.1171,2019-06-22,1892-02-01,"BLACK ROCK, AR US"
0.9953,182.9,METERS,GHCND:USC00030832,35.093,-93.9258,2019-06-22,1978-04-01,"BOONEVILLE, AR US"
0.6876,91.4,METERS,GHCND:USC00031102,34.9818,-92.0064,2019-06-22,1918-04-03,"CABOT, AR US"
0.9671,88.4,METERS,GHCND:USC00031120,36.0214,-91.3782,2019-06-22,2009-10-01,"CALAMINE, AR US"
0.9879,106.7,METERS,GHCND:USC00031132,36.1092,-92.1636,2019-06-22,1904-07-22,"CALICO ROCK 2 WSW, AR US"
0.9676,23.5,METERS,GHCND:USC00031140,33.3063,-92.4832,2019-06-22,1985-09-01,"CALION LOCK AND DAM, AR US"
0.9911,79.2,METERS,GHCND:USC00031191,33.9153,-91.7711,2019-06-22,1998-09-01,"CANE CREEK STATE PARK, AR US"
0.8897,259.1,METERS,GHCND:USC00031457,35.5328,-93.4036,2019-06-22,1986-02-01,"CLARKSVILLE 6 NE, AR US"
0.8957,173.7,METERS,GHCND:USC00031492,35.5836,-92.4511,2019-06-22,1921-10-01,"CLINTON 6 SE, AR US"
0.9527,95.1,METERS,GHCND:USC00031596,35.1034,-92.4903,2019-06-22,1890-08-01,"CONWAY, AR US"
0.9312,91.4,METERS,GHCND:USC00031632,36.4197,-90.5858,2019-06-22,1893-01-01,"CORNING, AR US"
0.8349,112.8,METERS,GHCND:USC00031838,35.2342,-93.1675,2019-06-22,1886-06-20,"DARDANELLE, AR US"
0.9942,149.4,METERS,GHCND:USC00031910,34.253,-93.1486,2019-06-22,2010-08-01,"DEGRAY LAKE STATE PARK, AR US"
0.7011,61.0,METERS,GHCND:USC00031968,34.9772,-91.4978,2019-06-22,1903-09-01,"DES ARC, AR US"
0.762,70.1,METERS,GHCND:USC00032540,33.82278,-92.39889,2019-06-22,1911-04-01,"FORDYCE, AR US"
0.9657,61.0,METERS,GHCND:USC00032760,35.126,-91.4534,2019-06-22,1912-10-01,"GEORGETOWN, AR US"
0.9756,184.7,METERS,GHCND:USC00032794,35.9885,-92.7161,2019-06-22,1924-07-01,"GILBERT, AR US"
1.0,94.5,METERS,GHCND:USC00033229,35.5128,-91.9955,2019-06-22,2014-04-01,"HEBER SPRINGS 2 NE, AR US"
0.9106,435.9,METERS,GHCND:USC00033361,36.2769,-93.8213,2019-06-22,2006-05-01,"HINDSVILLE 10 NNE, AR US"
0.9875,269.7,METERS,GHCND:USC00033600,36.00559,-93.18775,2019-06-22,1948-02-05,"JASPER, AR US"
0.9248,94.5,METERS,GHCND:USC00033734,35.849,-90.6589,2019-06-22,1890-01-26,"JONESBORO 2 NE, AR US"
0.9651,44.2,METERS,GHCND:USC00033831,33.7702,-91.273,2019-06-22,1985-05-01,"KELSO, AR US"
0.997,70.4,METERS,GHCND:USC00033862,34.6033,-91.9927,2019-06-22,1948-01-01,"KEO, AR US"
0.9525,653.8,METERS,GHCND:USC00033909,36.0086,-93.5205,2019-06-22,2006-05-01,"KINGSTON 2 S, AR US"
0.98,253.0,METERS,GHCND:USC00034106,36.4194,-92.9158,2019-06-22,1927-12-01,"LEAD HILL, AR US"
0.9426,113.4,METERS,GHCND:USC00034548,33.25859,-93.18224,2019-06-22,1948-01-01,"MAGNOLIA, AR US"
0.8532,91.4,METERS,GHCND:USC00034562,34.3947,-92.8363,2019-06-22,1883-04-01,"MALVERN, AR US"
0.9495,153.0,METERS,GHCND:USC00034572,36.4947,-91.535,2019-06-22,1904-04-26,"MAMMOTH SPRING, AR US"
0.9994,82.9,METERS,GHCND:USC00034625,34.8808,-92.3486,2019-06-22,2015-02-01,"MARCHE, AR US"
0.6855,289.9,METERS,GHCND:USC00034666,35.9118,-92.6564,2019-06-22,1892-01-01,"MARSHALL, AR US"
0.9788,351.1,METERS,GHCND:USC00034756,34.5979,-94.29,2019-06-22,1890-12-06,"MENA, AR US"
0.99,27.4,METERS,GHCND:USC00034936,33.3014,-92.3658,2019-06-22,2000-07-01,"MORO BAY STATE PARK, AR US"
0.9181,103.6,METERS,GHCND:USC00034938,35.158,-92.7672,2019-06-22,1919-07-01,"MORRILTON, AR US"
0.9832,269.1,METERS,GHCND:USC00034989,34.5062,-93.6256,2019-06-22,2011-01-01,"MOUNT IDA 4 S, AR US"
0.9761,241.7,METERS,GHCND:USC00035018,35.6494,-94.1541,2019-06-22,1985-09-01,"MOUNTAINBURG 2 NE, AR US"
0.8644,243.8,METERS,GHCND:USC00035036,36.3458,-92.3939,2019-06-22,1902-03-01,"MOUNTAIN HOME 1 NNW, AR US"
0.7686,218.2,METERS,GHCND:USC00035046,35.8445,-92.0979,2019-06-22,1924-06-10,"MOUNTAIN VIEW, AR US"
0.939,140.2,METERS,GHCND:USC00035079,34.0784,-93.702,2019-06-22,1970-08-01,"MURFREESBORO 1 W, AR US"
0.6676,121.9,METERS,GHCND:USC00035112,33.9294,-93.8583,2019-06-22,1899-06-01,"NASHVILLE, AR US"
0.9534,69.5,METERS,GHCND:USC00035186,35.6042,-91.2744,2019-06-22,1884-04-01,"NEWPORT, AR US"
0.8344,420.3,METERS,GHCND:USC00035428,36.4311,-93.2044,2019-06-22,1956-12-01,"OMAHA 4 NE, AR US"
0.9487,253.0,METERS,GHCND:USC00035512,35.5125,-93.8683,2019-06-22,1994-03-01,"OZARK 2, AR US"
0.4491,587.7,METERS,GHCND:USC00035514,35.6464,-93.4347,2019-06-22,1890-08-01,"OZONE, AR US"
0.9903,82.3,METERS,GHCND:USC00035563,36.0336,-90.4978,2019-06-22,1979-07-01,"PARAGOULD 1 S, AR US"
0.9441,271.3,METERS,GHCND:USC00035591,34.84417,-93.86528,2019-06-22,1956-04-09,"PARKS 6 ENE, AR US"
0.9775,256.0,METERS,GHCND:USC00035760,34.5833,-93.9011,2019-06-22,1925-02-01,"PINE RIDGE, AR US"
0.8357,96.0,METERS,GHCND:USC00035820,36.2641,-90.9682,2019-06-22,1871-07-01,"POCAHONTAS 1, AR US"
0.8495,105.2,METERS,GHCND:USC00035831,35.5325,-90.6872,2019-06-22,2000-05-01,"POINSETT STATE PARK, AR US"
0.9901,45.7,METERS,GHCND:USC00036253,33.8102,-91.2777,2019-06-22,1959-12-01,"ROHWER 2 NNE, AR US"
0.9701,91.4,METERS,GHCND:USC00036380,36.4546,-90.1459,2019-06-22,1927-04-01,"SAINT FRANCIS, AR US"
0.9783,207.3,METERS,GHCND:USC00036403,36.3561,-91.8036,2019-06-22,1955-04-01,"SALEM, AR US"
0.9781,76.2,METERS,GHCND:USC00036562,34.3019,-92.3914,2019-06-22,1977-03-01,"SHERIDAN, AR US"
0.9068,51.8,METERS,GHCND:USC00036768,33.9153,-92.8267,2019-06-22,1940-03-01,"SPARKMAN, AR US"
0.9848,152.4,METERS,GHCND:USC00036928,35.3028,-93.6369,2019-06-22,1897-09-01,"SUBIACO, AR US"
0.9618,218.2,METERS,GHCND:USC00037488,34.9229,-94.0944,2019-06-22,1919-08-01,"WALDRON, AR US"
0.9703,65.5,METERS,GHCND:USC00037712,35.1242,-90.1806,2019-06-22,1962-03-01,"WEST MEMPHIS, AR US"
0.8685,667.2,METERS,GHCND:USC00037963,35.855,-94.0202,2019-06-22,2008-07-01,"WINSLOW 7 NE, AR US"
0.1573,197.5,METERS,GHCND:USC00040176,34.5591,-115.7441,2019-06-22,1948-07-02,"AMBOY, CA US"
0.9147,522.7,METERS,GHCND:USC00040212,38.573,-122.4405,2019-06-22,1940-01-01,"ANGWIN PACIFIC UNION COLLEGE, CA US"
0.9738,676.7,METERS,GHCND:USC00040521,34.8927,-117.0219,2019-06-22,1980-05-01,"BARSTOW, CA US"
0.5428,1085.1,METERS,GHCND:USC00041130,39.6949,-121.3452,2019-06-22,1937-12-01,"BRUSH CREEK RANGER STATION, CA US"
0.9866,199.6,METERS,GHCND:USC00041194,34.1866,-118.348,2019-06-22,1939-12-01,"BURBANK VALLEY PUMP PLANT, CA US"
0.983,68.6,METERS,GHCND:USC00041244,35.4028,-119.47,2019-06-22,1940-01-01,"BUTTONWILLOW, CA US"
0.9835,242.3,METERS,GHCND:USC00041253,34.5822,-119.9817,2019-06-22,1952-03-01,"CACHUMA LAKE, CA US"
0.9192,1380.7,METERS,GHCND:USC00041700,40.3033,-121.2422,2019-06-22,1909-10-01,"CHESTER, CA US"
0.9922,823.9,METERS,GHCND:USC00041990,41.9797,-122.3378,2019-06-22,1959-05-01,"COPCO NUMBER 1 DAM, CA US"
0.912,18.3,METERS,GHCND:USC00042294,38.5349,-121.7761,2019-06-22,1893-01-01,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US"
0.9605,826.0,METERS,GHCND:USC00042402,39.8716,-121.6108,2019-06-22,1906-03-01,"DE SABLA, CA US"
0.9816,-9.1,METERS,GHCND:USC00042713,32.7669,-115.5617,2019-06-22,1932-03-01,"EL CENTRO 2 SSW, CA US"
0.4614,520.6,METERS,GHCND:USC00042749,41.988,-123.7183,2019-06-22,1938-02-18,"ELK VALLEY, CA US"
0.9515,103.0,METERS,GHCND:USC00043256,36.7672,-119.7092,2019-06-22,1999-01-01,"FRESNO 5 NE, CA US"
0.8742,125.0,METERS,GHCND:USC00043261,36.9969,-119.7072,2019-06-22,1912-08-01,"FRIANT GOVERNMENT CAMP, CA US"
0.9128,118.0,METERS,GHCND:USC00043357,41.8452,-123.9647,2019-06-22,1948-07-01,"GASQUET RANGER STATION, CA US"
0.9116,914.7,METERS,GHCND:USC00043384,38.933,-120.8008,2019-06-22,1946-11-01,"GEORGETOWN RANGER STATION, CA US"
0.3055,853.4,METERS,GHCND:USC00043669,37.8444,-120.2258,2019-06-22,1948-07-01,"GROVELAND 2, CA US"
0.9887,417.6,METERS,GHCND:USC00043855,33.7044,-115.6289,2019-06-22,1933-07-01,"HAYFIELD PUMPING PLANT, CA US"
0.2339,113.7,METERS,GHCND:USC00044074,40.2375,-124.1322,2019-06-22,1959-11-01,"HONEYDEW 1 SW, CA US"
0.3871,1284.7,METERS,GHCND:USC00044412,33.0763,-116.5925,2019-06-22,1893-01-01,"JULIAN CDF, CA US"
0.5532,73.2,METERS,GHCND:USC00044534,36.0067,-119.96,2019-06-22,1955-02-01,"KETTLEMAN CITY, CA US"
0.9869,57.0,METERS,GHCND:USC00044712,38.492,-122.0039,2019-06-22,1975-08-01,"LAKE SOLANO, CA US"
0.9712,2071.7,METERS,GHCND:USC00044881,37.9567,-119.1194,2019-06-22,1988-05-01,"LEE VINING, CA US"
0.9767,156.4,METERS,GHCND:USC00044890,36.3817,-119.0264,2019-06-22,1899-01-01,"LEMON COVE, CA US"
0.9775,2052.8,METERS,GHCND:USC00045026,36.6044,-118.7325,2019-06-22,1968-11-01,"LODGEPOLE, CA US"
