FID,the_geom,id,name,place,source,is_in,highway,addr_stree,waterway
dominica_points.1211,POINT (-61.2957244 15.5506924),2748853044,,,Bing,,,,
dominica_points.1212,POINT (-61.271205 15.3651955),2765901632,Rose Ma Shop,,,,,,
dominica_points.1213,POINT (-61.2734098 15.3632467),2765905532,Grand Fond Bus Stop,,,,bus_stop,,
dominica_points.1214,POINT (-61.2737974 15.3624592),2765908035,Grand Fond Computer Center,,,,,,
dominica_points.1215,POINT (-61.2744679 15.3617699),2765909475,Steve's Disco,,,,,,
dominica_points.1216,POINT (-61.2746718 15.3622704),2765910510,Grand_Fond_Roman Catholic Church,,,,,,
dominica_points.1217,POINT (-61.2760062 15.3608142),2765918059,Grand Fond Village Council Office,,,,,,
dominica_points.1218,POINT (-61.3487456 15.4273231),2822125676,,,,,,,
dominica_points.1219,POINT (-61.3895381 15.298332),2951420818,Roseau City Council,,,,,,
dominica_points.1220,POINT (-61.276093 15.522797),3022460399,Pagua Bay House,,,,,,
dominica_points.1221,POINT (-61.359988 15.5926268),3024404831,Hampstead Beach Entrance,,,,,,
dominica_points.1222,POINT (-61.3644327 15.5964313),3024405316,Batibou Beach Entrance,,,,,,
dominica_points.1223,POINT (-61.3853438 15.2990546),3203958566,Mini Busses to Trafalgar Falls,,,,bus_stop,,
dominica_points.1224,POINT (-61.374601 15.2622744),3219526378,Bitcoin Sold Here,,,,,,
dominica_points.1225,POINT (-61.324316 15.329299),3397885314,Titou Gorge,locality,,,,,
dominica_points.1226,POINT (-61.2943266 15.3184327),3397885957,Boiling Lake,locality,,,,,
dominica_points.1227,POINT (-61.3895296 15.3011917),3406501550,Digital Solutions,,,,,Steber Street,
dominica_points.1228,POINT (-61.3711177 15.2588599),3479013567,Sibouli Valley,,,,,,
dominica_points.1229,POINT (-61.3707325 15.2605557),3479044657,Dowasco water catchment,,,,,,
dominica_points.1230,POINT (-61.4558335 15.5735411),3509140362,,,KG Ground Survey 2015,,,,
dominica_points.1231,POINT (-61.4560654 15.5704532),3509168302,Riverside International Restaurante & Bar,,KG Ground Survey 2015,,,,
dominica_points.1232,POINT (-61.4573422 15.5769824),3509168304,,,KG Ground Survey 2015,,,,
dominica_points.1233,POINT (-61.4577499 15.5773131),3509168306,,,KG Ground Survey 2015,,,,
dominica_points.1234,POINT (-61.4578882 15.5768151),3509204588,St. John's Fisherfolk Cooperative Fuel Station,,,,,,
dominica_points.1235,POINT (-61.4557027 15.5800362),3523333905,Portsmouth Public Library,,,,,,
dominica_points.1236,POINT (-61.4353515 15.4298702),3659199130,,,,,,,
dominica_points.1237,POINT (-61.3851196 15.298093),3659253010,Bishop Arnold Boghaert House,,,,,,
dominica_points.1238,POINT (-61.3801067 15.3000056),3659253011,Morne Bruce,,,,,,
dominica_points.1239,POINT (-61.3862604 15.2961483),3659253012,Neg Mawon,,,,,,
dominica_points.1240,POINT (-61.3875157 15.296446),3659258961,,,,,,,
dominica_points.1241,POINT (-61.3823382 15.2995751),3659259046,,,,,,,
dominica_points.1242,POINT (-61.4328446 15.4277687),3659259121,,,,,,,
dominica_points.1243,POINT (-61.3866899 15.2963274),3659259166,War Memorial,,,,,,
dominica_points.1244,POINT (-61.3825979 15.2982168),3659259167,crushed schoolbus,,,,,,
dominica_points.1245,POINT (-61.3793632 15.3018144),3659263173,Dominica Football Federation,,,,,,
dominica_points.1246,POINT (-61.2946484 15.3186439),3661816984,,,,,,,
dominica_points.1247,POINT (-61.3267842 15.3288608),3661817046,,,,,,,
dominica_points.1248,POINT (-61.3008483 15.3139095),3661817116,Valley of Desolation,,,,,,
dominica_points.1249,POINT (-61.3727665 15.2145947),3661886096,Cachacrou Fort,locality,,,,,
dominica_points.1250,POINT (-61.3338797 15.3276578),3661886297,Trafalgar Falls,locality,,,,,
dominica_points.1251,POINT (-61.3623728 15.2332475),3661906667,Cave,,,,,,
dominica_points.1252,POINT (-61.2996109 15.5457469),3662013549,Courtesy Car Rental,,,,,,
dominica_points.1253,POINT (-61.4684921 15.5261084),3662101394,,,,,,,
dominica_points.1254,POINT (-61.4687998 15.5261146),3662101396,,,,,,,
dominica_points.1255,POINT (-61.4732649 15.5836076),3662105282,,,,,,,
dominica_points.1256,POINT (-61.4712201 15.5890008),3662105310,,,,,,,
dominica_points.1257,POINT (-61.3407624 15.5938255),3662133136,Pointe Baptiste Estate Chocolate,,,,,,
dominica_points.1258,POINT (-61.4413648 15.6175863),3662134305,Morne Au Diable Crater,,KG Ground Survey 2015,,,,
dominica_points.1259,POINT (-61.3943135 15.5901345),3662134306,Ruins Blenheim Estate,,,,,,
dominica_points.1260,POINT (-61.363463 15.5935419),3662134307,Ruins Hampstead Estate,,,,,,
dominica_points.1261,POINT (-61.3469788 15.4271881),3662137582,Jacko Steps,locality,,,,,
dominica_points.1262,POINT (-61.3418514 15.4268268),3662141837,,,,,,,
dominica_points.1263,POINT (-61.3360244 15.3479552),3663384161,Middleham Falls,locality,,,,,
dominica_points.1264,POINT (-61.3738444 15.245729),3663385915,Champagne Bay,locality,,,,,
dominica_points.1265,POINT (-61.333187 15.3400725),3663386396,,,,,,,
dominica_points.1266,POINT (-61.3331999 15.3401521),3663386400,,,,,,,
dominica_points.1267,POINT (-61.3121379 15.3977842),3663429152,Emerald Pool,locality,,,,,
dominica_points.1268,POINT (-61.3120788 15.3989091),3663429215,,,,,,,
dominica_points.1269,POINT (-61.2522982 15.3695645),3663473786,Community Turtle Group,,,,,,
dominica_points.1270,POINT (-61.2544102 15.3713835),3663478811,,,,,,,
dominica_points.1271,POINT (-61.2544102 15.3730808),3663479002,Ruins Rosalie Estate,,,,,,
dominica_points.1272,POINT (-61.2586392 15.5020642),3663484602,Kalinago - Caribean Village,locality,,,,,
dominica_points.1273,POINT (-61.258162 15.5024384),3663487365,,,,,,,waterfall
dominica_points.1274,POINT (-61.2852295 15.2454699),3663499609,Bagatelle Old Mill,locality,,,,,
dominica_points.1275,POINT (-61.2802865 15.2449376),3663499618,,,,,,,
dominica_points.1276,POINT (-61.3474478 15.2670739),3663532141,,,,,,,
dominica_points.1277,POINT (-61.3126095 15.2470502),3663532282,Ruins Geneva Estate,locality,,,,,
dominica_points.1278,POINT (-61.2520196 15.366364),3663532283,Wavine Cyrique Waterfall,,,,,,waterfall
dominica_points.1279,POINT (-61.2547196 15.403313),3665926558,,,,,,,
dominica_points.1280,POINT (-61.3014366 15.2469148),3730738708,Antenna,,,,,,
dominica_points.1281,POINT (-61.254771 15.3705039),3733052001,,,,,,,
dominica_points.1282,POINT (-61.3866402 15.3148149),3736411476,,,,,,,
dominica_points.1283,POINT (-61.3865863 15.3148104),3736411477,,,,,,,
dominica_points.1284,POINT (-61.2725548 15.4274584),3736829279,,,,,,,
dominica_points.1285,POINT (-61.2574513 15.255477),3738121970,,,,,,,
dominica_points.1286,POINT (-61.2574253 15.2587515),3738121975,,,,,,,
dominica_points.1287,POINT (-61.2571019 15.2588652),3738121976,,,,,,,
dominica_points.1288,POINT (-61.2428423 15.4034984),3738121982,,,,,,,
dominica_points.1289,POINT (-61.2422837 15.4037881),3738121983,,,,,,,
dominica_points.1290,POINT (-61.2422413 15.4042353),3738121984,,,,,,,
dominica_points.1291,POINT (-61.2460637 15.4144325),3738122005,,,,,,,
dominica_points.1292,POINT (-61.2491228 15.4313947),3738122016,,,,,,,
dominica_points.1293,POINT (-61.248565 15.4319247),3738122017,,,,,,,
dominica_points.1294,POINT (-61.2419794 15.4665116),3738122018,,,,,,,
dominica_points.1295,POINT (-61.2538973 15.370429),3738154380,,,,,,,
dominica_points.1296,POINT (-61.3898247 15.2979259),3738207521,,,,,,,
dominica_points.1297,POINT (-61.390559 15.2986038),3738210258,,,,,,,
dominica_points.1298,POINT (-61.2791984 15.4282643),3739914868,,,,,,,
dominica_points.1299,POINT (-61.2695851 15.2441302),3740054952,,,,,,,
dominica_points.1300,POINT (-61.2666097 15.246038),3740054962,,,,,,,
dominica_points.1301,POINT (-61.2653808 15.2464882),3740054963,,,,,,,
dominica_points.1302,POINT (-61.4256049 15.4522255),3741924148,,,,,,,
dominica_points.1303,POINT (-61.2611871 15.284732),3766876671,,,,,,,
dominica_points.1304,POINT (-61.3477858 15.263451),3805335023,Water Storage Tank,,,,,,
dominica_points.1305,POINT (-61.4281167 15.4211167),3907301766,,,,,,,
dominica_points.1306,POINT (-61.3863864 15.2993002),3907331996,,,,,,,
dominica_points.1307,POINT (-61.387048 15.298614),3908134587,,,,,,,
dominica_points.1308,POINT (-61.3785617 15.2913164),3922370452,,,,,,,
dominica_points.1309,POINT (-61.3833315 15.2938779),3922370453,,,,,,,
dominica_points.1310,POINT (-61.3793492 15.3030107),3922370454,,,,,,,
dominica_points.1311,POINT (-61.3882721 15.3298393),3922729780,,,,,,,
dominica_points.1312,POINT (-61.4238574 15.5789116),3923472935,,,KG Ground Survey 2015,,,,
dominica_points.1313,POINT (-61.4562709 15.5595035),3923475016,,,,,,,
dominica_points.1314,POINT (-61.4589581 15.5636373),3923475017,,,,,,,
dominica_points.1315,POINT (-61.4481564 15.6140543),3923908965,Mal-En-Gamme,,KG Ground Survey 2015,,,,
dominica_points.1316,POINT (-61.3601682 15.2585177),3928088644,,,,,,,
dominica_points.1317,POINT (-61.3686107 15.259976),3928088759,,,,,,,
dominica_points.1318,POINT (-61.3106007 15.3950979),3929674399,Emerald Pool Parking Lot,,,,,,
dominica_points.1319,POINT (-61.4559507 15.5736605),3990873032,Douglas Guest House Restaurant and Bar,,KG Ground Survey 2015,,,Bay Street,
dominica_points.1320,POINT (-61.2821172 15.5376852),3991020334,Shop & Save,,KG Ground Survey 2016,,,,
dominica_points.1321,POINT (-61.2576889 15.4377146),3991032471,Bord Lamer Grocery & Deli,,KG Ground Survey 2016,,,,
dominica_points.1322,POINT (-61.3902005 15.3034052),3991320846,V Supplies Auto Parts,,KG Ground Survey 2016,,,Goodwill Road,
dominica_points.1323,POINT (-61.3898759 15.30263),3991321061,7-11 Pottersville,,KG Ground Survey 2016,,,,
dominica_points.1324,POINT (-61.3866535 15.2996824),3991321078,$3 Plus Mega Store,,KG Ground Survey 2016,,,,
dominica_points.1325,POINT (-61.3859394 15.2990381),3991321079,Babies Choice,,KG Ground Survey 2016,,,Independence Street,
dominica_points.1326,POINT (-61.3861098 15.2964892),3991321080,Spack's Boutique,,KG Ground Survey 2016,,,Turkey Lane,
dominica_points.1327,POINT (-61.3873256 15.3004893),3991364740,,,KG Ground Survey 2016,,,,
dominica_points.1328,POINT (-61.386679 15.2999048),3991364749,Pine Applez Kitchen,,KG Ground Survey 2016,,,,
dominica_points.1329,POINT (-61.3860002 15.29925),3991364750,Hung Hing Chinese Restaurant,,KG Ground Survey 2016,,,,
dominica_points.1330,POINT (-61.3856512 15.2989261),3991388467,Fish Shack,,KG Ground Survey 2016,,,Independence Street,
dominica_points.1331,POINT (-61.3882351 15.3005481),3991388482,Mayie's Healthy Food Snackette and Catering,,KG Ground Survey 2016,,,,
dominica_points.1332,POINT (-61.3875632 15.2999382),3991388483,Julie'sBoutique,,KG Ground Survey 2016,,,Upper Lane,
dominica_points.1333,POINT (-61.3866707 15.2994577),3991388494,Groceries Plus,,KG Ground Survey 2016,,,,
dominica_points.1334,POINT (-61.3869148 15.2992087),3991388495,Amsbe Electronics,,KG Ground Survey 2016,,,,
dominica_points.1335,POINT (-61.3872897 15.2987928),3991388496,Digicel,,KG Ground Survey 2016,,,,
dominica_points.1336,POINT (-61.38735 15.2987288),3991388497,Totalcare Pharmacy,,KG Ground Survey 2016,,,,
dominica_points.1337,POINT (-61.3836914 15.2940582),3996100919,,,,,,,
dominica_points.1338,POINT (-61.3847621 15.3004793),3996100924,Digicel Play,,KG Ground Survey 2015,,,,
dominica_points.1339,POINT (-61.3878758 15.2971526),3996153185,Duty Free Shop,,KG Ground Survey 2015,,,,
dominica_points.1340,POINT (-61.3880749 15.2973374),3996153186,Safe Haven Real Estate,,KG Ground Survey 2015,,,,
dominica_points.1341,POINT (-61.3885339 15.2992782),3996153187,Madinina Lodgings,,KG Ground Survey 2015,,,,
dominica_points.1342,POINT (-61.3880056 15.2988776),3996153188,Abacus Inc.,,KG Ground Survey 2015,,,,
dominica_points.1343,POINT (-61.3880145 15.2988652),3996153189,,,KG Ground Survey 2015,,,,
dominica_points.1344,POINT (-61.3873016 15.2977509),3996153190,Dominican Co-operative Societies League,,KG Ground Survey 2015,,,,
dominica_points.1345,POINT (-61.3875267 15.2992159),3996261158,Genuine Gems,,KG Ground Survey 2015,,,,
dominica_points.1346,POINT (-61.3901535 15.3014317),3996261163,Fabian Gonzalez,,KG Ground Survey 2015,,,,
dominica_points.1347,POINT (-61.387673 15.3001279),3996261174,Todays Pharmacy,,KG Ground Survey 2015,,,,
dominica_points.1348,POINT (-61.3891316 15.2986207),3996261178,Dominica Social Security,,KG Ground Survey 2015,,,,
dominica_points.1349,POINT (-61.3870092 15.29928),3996261199,Krispy's,,KG Ground Survey 2015,,,,
dominica_points.1350,POINT (-61.3872746 15.297122),3996261200,Patty Shack,,KG Ground Survey 2015,,,,
dominica_points.1351,POINT (-61.3875513 15.297882),3996261201,FedEx,,KG Ground Survey 2015,,,,
dominica_points.1352,POINT (-61.3897677 15.3004267),3996261202,Miniya's 7-11,,KG Ground Survey 2015,,,,
dominica_points.1353,POINT (-61.3868882 15.3000923),3996261215,Burton & Company Ltd,,KG Ground Survey 2015,,,,
dominica_points.1354,POINT (-61.3849199 15.3004356),3996366171,48 Hours,,KG Ground Survey 2015,,,,
dominica_points.1355,POINT (-61.386599 15.3018793),3996366176,Golden Loaf Bakery,,KG Ground Survey 2015,,,,
dominica_points.1356,POINT (-61.3891116 15.2993411),3996366177,Vegan Restaurant,,KG Ground Survey 2015,,,,
dominica_points.1357,POINT (-61.3882968 15.2986344),3996366178,Calabash,,KG Ground Survey 2015,,,,
dominica_points.1358,POINT (-61.3879831 15.2983598),3996366179,Z-Mart,,KG Ground Survey 2015,,,,
dominica_points.1359,POINT (-61.3879442 15.2983223),3996366180,Going Places Travel,,KG Ground Survey 2015,,,,
dominica_points.1360,POINT (-61.3878403 15.2976116),3996366181,Gulf Insurance Limited,,KG Ground Survey 2015,,,,
dominica_points.1361,POINT (-61.3879689 15.298945),3996366182,Cadrec Autoparts Hardware,,KG Ground Survey 2015,,,,
dominica_points.1362,POINT (-61.3870526 15.2981079),3996366183,De After 4 Lounge,,KG Ground Survey 2015,,,,
dominica_points.1363,POINT (-61.3867866 15.2983402),3996366184,Fresh Vitamins,,KG Ground Survey 2015,,,,
dominica_points.1364,POINT (-61.3872369 15.2977947),3996366185,Starrin & Sons,,KG Ground Survey 2015,,,,
dominica_points.1365,POINT (-61.3870853 15.297667),3996366186,British American Insurance Co. Ltd,,KG Ground Survey 2015,,,,
dominica_points.1366,POINT (-61.3868387 15.2976426),3996366187,Fast Cash,,KG Ground Survey 2015,,,,
dominica_points.1367,POINT (-61.387997 15.299453),3996366188,McMillan's Tyre Sale and Service,,KG Ground Survey 2015,,,Great George Street,
dominica_points.1368,POINT (-61.3885134 15.2999795),3996366189,Bedneau Enterprises,,KG Ground Survey 2015,,,,
dominica_points.1369,POINT (-61.3903034 15.3006668),3996366194,Swift Pac Shipping,,KG Ground Survey 2015,,,,
dominica_points.1370,POINT (-61.4583803 15.5560991),3996428512,Scotiabank,,KG Ground Survey 2015,,,,
dominica_points.1371,POINT (-61.4583218 15.5561577),3996428513,Kathrine's Restaurant,,KG Ground Survey 2015,,,,
dominica_points.1372,POINT (-61.4559043 15.5735303),3996428518,Miss Olive Shop,,KG Ground Survey 2015,,,Granby Street,
dominica_points.1373,POINT (-61.3886967 15.2984137),3996436673,Fashion Line,,KG Ground Survey 2015,,,Hanover Street,
dominica_points.1374,POINT (-61.3867368 15.3008967),3996436686,Quickare Pharmacy,,KG Ground Survey 2015,,,,
dominica_points.1375,POINT (-61.3871646 15.3004465),3996436693,Nat's Beauty Salon,,KG Ground Survey 2015,,,Hillsborough Street,
dominica_points.1376,POINT (-61.3875991 15.2984764),3996436694,Toujour Haute,,KG Ground Survey 2015,,,,
dominica_points.1377,POINT (-61.3870936 15.2973861),3996436695,Hardware Xpress,,KG Ground Survey 2015,,,,
dominica_points.1378,POINT (-61.3739984 15.2749561),3996473774,Elima's,,KG Ground Survey 2015,,,,
dominica_points.1379,POINT (-61.4560887 15.5703745),3997695134,Chez Felix Art Gallery,,KG Ground Survey 2015,,,Michael Douglas Boulevard,
dominica_points.1380,POINT (-61.4562768 15.5745925),3998024432,Digicel,,KG Ground Survey 2015,,,,
dominica_points.1381,POINT (-61.3898714 15.3056611),3998033664,,,KG Ground Survey 2015,,crossing,,
dominica_points.1382,POINT (-61.45698 15.5765944),3998075772,,,KG Ground Survey 2015,,,,
dominica_points.1383,POINT (-61.457135 15.5770793),3998075781,Blue Sky Home Center,,KG Ground Survey 2015,,,,
dominica_points.1384,POINT (-61.4565747 15.5769483),3998126652,North Eastern Funeral Association,,KG Ground Survey 2015,,,Harbour Lane,
dominica_points.1385,POINT (-61.4565874 15.5769916),3998126653,Ocean Laundry,,KG Ground Survey 2015,,,Harbour Lane,
dominica_points.1386,POINT (-61.4568861 15.5759323),3998282687,Mee Kee Dee's,,KG Ground Survey 2015,,,,
dominica_points.1387,POINT (-61.4566895 15.5753109),3998282688,M&R Trading,,KG Ground Survey 2015,,,Bay Street,
dominica_points.1388,POINT (-61.4566586 15.5752541),3998282689,Fed Ex,,KG Ground Survey 2015,,,,
dominica_points.1389,POINT (-61.4566372 15.575205),3998282690,MoneyGram,,KG Ground Survey 2015,,,,
dominica_points.1390,POINT (-61.4556646 15.5737911),3998337033,Town Network,,KG Ground Survey 2015,,,Harbour Lane,
dominica_points.1391,POINT (-61.456355 15.5687773),3998337035,Woody's Limestone Pizza,,KG Ground Survey 2015,,,,
dominica_points.1392,POINT (-61.378366 15.2912112),3999758227,A-Lewis Tavern,,KG Ground Survey 2015,,,Victoria Street,
dominica_points.1393,POINT (-61.3775411 15.2904943),3999758232,Digicel,,KG Ground Survey 2015,,,Victoria Street,
dominica_points.1394,POINT (-61.3745149 15.2833673),3999758241,Country Style Bread,,KG Ground Survey 2015,,,Victoria Street,
dominica_points.1395,POINT (-61.3743906 15.2769603),3999758242,,,,,,,
dominica_points.1396,POINT (-61.3743688 15.2779912),3999758251,Smart Buy,,KG Ground Survey 2015,,,,
dominica_points.1397,POINT (-61.3744498 15.2850113),3999778156,West Indies,,KG Ground Survey 2015,,,,
dominica_points.1398,POINT (-61.3742875 15.285017),3999780357,McMillans Tyre Sale and Service,,KG Ground Survey 2015,,,,
dominica_points.1399,POINT (-61.3770259 15.3034816),3999834410,,,KG Ground Survey 2015,,,Lakoudwe Drive,
dominica_points.1400,POINT (-61.3816267 15.3021568),3999886312,Le Petit Paris Bakery,,KG Ground Survey 2015,,,,
dominica_points.1401,POINT (-61.3862599 15.5933147),4001011239,,,,,,,
dominica_points.1402,POINT (-61.4564505 15.5770056),4001470533,Titanium Groceries,,KG Ground Survey 2015,,,,
dominica_points.1403,POINT (-61.3842827 15.2946824),4006860632,Education Science and Technology Building,,,,,,
dominica_points.1404,POINT (-61.3910019 15.3439706),4100816291,coronal apartments,,,,,,
dominica_points.1405,POINT (-61.3864414 15.296727),4131706090,Old Stone Bar & Grill,,,,,,
dominica_points.1406,POINT (-61.4357802 15.432444),4134300639,,,,,,,
