date,summary,part_summary,event_type,book_ref,is_audiobook_time,title,matched_finish_date,calendar_analysis_minutes,wall_clock_minutes,wall_minus_calendar_minutes,overlap_total_minutes,overlap_longest_minutes,overlap_policy_minutes,policy_restored_minutes,overlap_policy_rule,overlap_other_events,overlap_other_calendars
2025-11-01,book:gc,book:gc,reading,gc,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,food,"Meals, Supplements, Sleep"
2025-11-03,book:gc,book:gc,reading,gc,False,,,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2025-11-08,Book:ritd,Book:ritd,reading,ritd,False,revolt in the desert,2025-11-10,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,2 beer,Waste Time
2025-11-09,Book:ritd,Book:ritd,reading,ritd,False,revolt in the desert,2025-11-10,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Porn,Waste Time
2025-11-13,finished book: and call me conrad,finished book: and call me conrad,finished,and call me conrad,False,and call me conrad,2025-11-13,172.5,180.0,7.5,15.0,15.0,172.5,0.0,calendar_analysis_duration_overlap_lte_15m,1 cocktail,Waste Time
2025-11-15,book:hotesp,book:hotesp,reading,hotesp,False,the history of the English speaking peoples volume 4,2026-01-11,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,drink,Waste Time
2025-11-16,book:hotesp,book:hotesp,reading,hotesp,False,the history of the English speaking peoples volume 4,2026-01-11,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,food,"Meals, Supplements, Sleep"
2025-12-01,book:tss,book:tss,reading,tss,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2025-12-02,Read: Kipling,Read: Kipling,reading,Kipling,False,,,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2025-12-04,book:su,book:su,reading,su,False,Shape Up Stop Running in Circles and Ship Work that Matters,2025-12-05,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,amelia,Things
2025-12-07,Book:tsnotd,Book:tsnotd,reading,tsnotd,False,to say nothing of the dog,2025-12-08,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2025-12-09,book:pmog ,book:pmog,reading,pmog,False,prime movers of globalization,2026-02-09,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,amelia text,Waste Time
2025-12-17,Audiobook: twc,Audiobook: twc,audiobook,the world crisis,True,the world crisis,2025-12-27,112.5,120.0,7.5,15.0,15.0,112.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-12-17,audiobook: twc,audiobook: twc,audiobook,the world crisis,True,the world crisis,2025-12-27,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2025-12-20,Book:VC,Book:VC,reading,VC,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Jack,Waste Time
2025-12-24,Book:twc,Book:twc,reading,the world crisis,False,the world crisis,2025-12-27,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2026-01-05,Book:twc,Book:twc,reading,the world crisis volume 3,False,the world crisis volume 2,2026-01-04,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Porn,Waste Time
2026-01-05,book:twc ,book:twc,reading,the world crisis volume 3,False,the world crisis volume 2,2026-01-04,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,twitter,Waste Time
2026-01-09,Book:twc,Book:twc,reading,the world crisis volume 4,False,the world crisis volume 4,2026-01-10,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2026-01-20,finished book: Churchill's wit the definitive collection,finished book: Churchill's wit the definitive collection,finished,Churchill's wit the definitive collection,False,Churchill's wit the definitive collection,2026-01-20,142.5,150.0,7.5,15.0,15.0,142.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2026-01-23,Book:ibtbf,Book:ibtbf,reading,ibtbf,False,it's better to be feared,2026-01-24,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2026-01-24,book:ibtbf,book:ibtbf,reading,ibtbf,False,it's better to be feared,2026-01-24,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2026-01-25,Book:tbab,Book:tbab,reading,tbab,False,the best and brightest,2026-02-02,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2026-01-25,Book:tbab,Book:tbab,reading,tbab,False,the best and brightest,2026-02-02,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Tug,Waste Time
2026-01-28,Audiobook: tee,Audiobook: tee,audiobook,tee,True,the effective executive,2026-01-29,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Take transit from 520 Broadway to 10800 Rose Ave,Things
2026-01-30,audiobook: seven habits of highly effective people,audiobook: seven habits of highly effective people,audiobook,seven habits of highly effective people,True,the effective executive,2026-01-29,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Travel to Home,Things
2026-02-03,Audiobook: system design interview two,Audiobook: system design interview two,audiobook,system design interview two,True,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Travel to Home 7:56 train,Things
2026-02-11,Finished book: shoe dog,Finished book: shoe dog,finished,shoe dog,False,shoe dog,2026-02-11,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Travel to 520 Broadway,Things
2026-02-13,book:tbatm,book:tbatm,reading,tbatm,False,the billionaire and the mechanic,2026-02-14,292.5,300.0,7.5,15.0,15.0,292.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2026-02-14,Book:tbatm,Book:tbatm,reading,tbatm,False,the billionaire and the mechanic,2026-02-14,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,YouTube,Waste Time
2026-02-19,finished book: the parable of rust a novella,finished book: the parable of rust a novella,finished,the parable of rust a novella,False,the parable of rust a novella,2026-02-19,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2026-02-21,Book:ctpow,Book:ctpow,reading,ctpow,False,churchill the power of words,2026-05-07,217.5,225.0,7.5,15.0,15.0,217.5,0.0,calendar_analysis_duration_overlap_lte_15m,2 cocktails,Waste Time
2026-02-22,Book:ctpow,Book:ctpow,reading,ctpow,False,churchill the power of words,2026-05-07,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2026-02-24,book:vaet,book:vaet,reading,vaet,False,,,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2026-03-11,Finished book: fall of Hyperion,Finished book: fall of Hyperion,finished,fall of Hyperion,False,fall of Hyperion,2026-03-11,157.5,165.0,7.5,15.0,15.0,157.5,0.0,calendar_analysis_duration_overlap_lte_15m,Luke,Things
2026-03-22,read: churchill,read: churchill,reading,churchill,False,Churchill: Walking with Destiny,2026-04-24,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2026-03-23,read churchill,read churchill,reading,churchill,False,Churchill: Walking with Destiny,2026-04-24,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,blogs,Waste Time
2026-04-04,book:cwwd,book:cwwd,reading,cwwd,False,Churchill: Walking with Destiny,2026-04-24,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia,Things
2026-04-08,Book:cwwd,Book:cwwd,reading,cwwd,False,Churchill: Walking with Destiny,2026-04-24,172.5,180.0,7.5,15.0,15.0,172.5,0.0,calendar_analysis_duration_overlap_lte_15m,2 beer,Waste Time
2026-04-15,Book:cwwd,Book:cwwd,reading,cwwd,False,Churchill: Walking with Destiny,2026-04-24,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2026-05-04,Book:mtpsf,Book:mtpsf,reading,mtpsf,False,managing the professional services firm,2026-05-14,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Interview prep,clark.benham@gmail.com
2026-05-11,Book:mtpsf,Book:mtpsf,reading,mtpsf,False,managing the professional services firm,2026-05-14,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Nap,"Meals, Supplements, Sleep"
2026-05-13,Book:mtpsf,Book:mtpsf,reading,mtpsf,False,managing the professional services firm,2026-05-14,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2026-05-14,Audiobook: iaa,Audiobook: iaa,audiobook,iaa,True,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Walk,Things
2023-03-13,read: ml,read: ml,reading,ml,False,,,212.50000000000003,220.0,7.499999999999972,15.0,15.0,212.50000000000003,0.0,calendar_analysis_duration_overlap_lte_15m,dinner,"Meals, Supplements, Sleep"
2023-03-01,book:syjf,book:syjf,reading,syjf,False,surely you’re joking Feynman,2023-03-01,68.0,75.0,7.0,14.0,14.0,68.0,0.0,calendar_analysis_duration_overlap_lte_15m,dinner,"Meals, Supplements, Sleep"
2026-01-24,Book:ibtbf,Book:ibtbf,reading,ibtbf,False,it's better to be feared,2026-01-24,8.941666666666666,15.0,6.058333333333334,12.116666666666667,12.116666666666667,8.941666666666666,0.0,calendar_analysis_duration_overlap_lte_15m,Travel to WeWork Office Space & Coworking,clark.benham@gmail.com
2024-05-17,book:cp,book:cp,reading,cp,False,consider phlebas,2024-06-04,57.499999999999986,60.0,2.500000000000014,5.0,5.0,57.499999999999986,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2024-05-16,book:mml,book:mml,reading,mml,False,Mathematics for Machine Learning,2025-07-09,12.499999999999996,15.0,2.5000000000000036,5.0,5.0,12.499999999999996,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2024-05-19,book:mml,book:mml,reading,mml,False,Mathematics for Machine Learning,2025-07-09,12.499999999999996,15.0,2.5000000000000036,5.0,5.0,12.499999999999996,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2024-05-18,book:mml,book:mml,reading,mml,False,Mathematics for Machine Learning,2025-07-09,27.5,30.0,2.5,5.0,5.0,27.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2024-08-22,book:toboss,book:toboss,reading,toboss,False,The Oxford Book of Short Stories,2024-09-14,87.50000000000003,90.0,2.4999999999999716,5.0,5.0,87.50000000000003,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
