title,category,read_year,link,trueEnjoy,grRating,ridge_full_enjoy,rf_enjoy,gbm_enjoy,heuristic_sum
"And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6)",General Reading,2012,https://www.goodreads.com/review/show/370189003?utm_medium=api&utm_source=rss,2,3.58,3.10606479596944,3.0862237927425444,2.8817425997587325,3.58
"Spent: Sex, Evolution, and Consumer Behavior",General Reading,2012,https://www.goodreads.com/review/show/370188760?utm_medium=api&utm_source=rss,5,3.84,3.3521731603770406,3.1840477112016923,2.621145477958113,3.84
"Manga Impact: The World of Japanese Animation",General Reading,2012,https://www.goodreads.com/review/show/370188515?utm_medium=api&utm_source=rss,3,3.67,3.1912561528797627,3.0735828572891095,2.865842948517334,3.67
"Culture and Value",General Reading,2012,https://www.goodreads.com/review/show/370186909?utm_medium=api&utm_source=rss,2,4.13,3.6266786437547487,3.2504111143680525,2.5515307663290194,4.13
"Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed",General Reading,2012,https://www.goodreads.com/review/show/370185638?utm_medium=api&utm_source=rss,5,4.21,3.702404294341702,3.4095684461202582,2.895634800768575,4.21
"WikiLeaks: Inside Julian Assange's War on Secrecy",General Reading,2012,https://www.goodreads.com/review/show/370184292?utm_medium=api&utm_source=rss,2,3.48,3.0114077327357482,2.9320672931221257,2.6652901079298643,3.48
"Is Marriage for White People?: How the African American Marriage Decline Affects Everyone",General Reading,2012,https://www.goodreads.com/review/show/370184176?utm_medium=api&utm_source=rss,3,3.8,3.314310335083564,3.15597753343254,2.82691905075889,3.8
"The Best Writing on Mathematics 2010",General Reading,2012,https://www.goodreads.com/review/show/370183690?utm_medium=api&utm_source=rss,4,3.76,3.2764475097900863,3.143957952431198,2.9420243767299623,3.76
"The Truth Machine",General Reading,2012,https://www.goodreads.com/review/show/370183317?utm_medium=api&utm_source=rss,3,3.99,3.4941587552275792,3.109294885935889,2.5386562938085575,3.99
"In the Valley of the Shadow: On the Foundations of Religious Belief",General Reading,2012,https://www.goodreads.com/review/show/370182676?utm_medium=api&utm_source=rss,2,3.65,3.1723247402330252,3.077028370109622,2.865842948517334,3.65
"The Sandman: Book of Dreams",General Reading,2012,https://www.goodreads.com/review/show/370182444?utm_medium=api&utm_source=rss,2,4.3,3.787595651252025,3.4863445750852065,3.0740397452633794,4.3
"The Center Cannot Hold: My Journey Through Madness",General Reading,2012,https://www.goodreads.com/review/show/370182249?utm_medium=api&utm_source=rss,4,4.3,3.787595651252025,3.4863445750852065,3.0740397452633794,4.3
"Melmoth the Wanderer",General Reading,2012,https://www.goodreads.com/review/show/370181761?utm_medium=api&utm_source=rss,4,3.75,3.266981803466718,3.143957952431198,2.9420243767299623,3.75
"Vathek",General Reading,2012,https://www.goodreads.com/review/show/370181587?utm_medium=api&utm_source=rss,3,3.25,2.793696487298256,2.8606176201027456,2.6652901079298643,3.25
"Visual Explanations: Images and Quantities, Evidence and Narrative",General Reading,2012,https://www.goodreads.com/review/show/370180925?utm_medium=api&utm_source=rss,4,4.29,3.7781299449286565,3.4945954908361223,3.0740397452633794,4.29
"I Hope I Shall Arrive Soon",General Reading,2012,https://www.goodreads.com/review/show/370180043?utm_medium=api&utm_source=rss,2,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"The Missionary Position: Mother Teresa in Theory and Practice",General Reading,2012,https://www.goodreads.com/review/show/370179868?utm_medium=api&utm_source=rss,4,4.05,3.5509529931677943,3.152219098660406,2.57426083774174,4.05
"The Visual Display of Quantitative Information",General Reading,2012,https://www.goodreads.com/review/show/370179622?utm_medium=api&utm_source=rss,3,4.38,3.86332130183898,3.5961210061167157,2.954018112679327,4.38
"The Ultimate Harry Potter and Philosophy: Hogwarts for Muggles (The Blackwell Philosophy and Pop Culture Series)",General Reading,2012,https://www.goodreads.com/review/show/370179411?utm_medium=api&utm_source=rss,3,4.4,3.8822527144857184,3.6096795378627475,2.9257548071628277,4.4
"The Extended Mind (Bradford Books)",General Reading,2012,https://www.goodreads.com/review/show/370179157?utm_medium=api&utm_source=rss,1,3.58,3.10606479596944,3.0862237927425444,2.8817425997587325,3.58
"Beautiful Evidence",General Reading,2012,https://www.goodreads.com/review/show/370179042?utm_medium=api&utm_source=rss,4,4.15,3.645610056401488,3.2800756050654156,2.6440748476244127,4.15
"Zettel",General Reading,2012,https://www.goodreads.com/review/show/370178627?utm_medium=api&utm_source=rss,3,4.28,3.7686642386052873,3.4776567106026426,3.0740397452633794,4.28
"Is There Anything Good About Men?: How Cultures Flourish by Exploiting Men",General Reading,2012,https://www.goodreads.com/review/show/370178244?utm_medium=api&utm_source=rss,5,3.69,3.210187565526502,3.083161219694678,2.6920097982944986,3.69
"Endgame: Bobby Fischer's Remarkable Rise and Fall—From America's Brightest Prodigy to the Edge of Madness",General Reading,2012,https://www.goodreads.com/review/show/370177941?utm_medium=api&utm_source=rss,3,3.91,3.4184331046406258,3.167601003404526,2.621145477958113,3.91
"Opening Up: A Guide to Creating and Sustaining Open Relationships",General Reading,2012,https://www.goodreads.com/review/show/370177567?utm_medium=api&utm_source=rss,2,4.07,3.5698844058145327,3.280851700523182,2.7622671254511912,4.07
"Steppe",General Reading,2012,https://www.goodreads.com/review/show/370176955?utm_medium=api&utm_source=rss,4,3.55,3.0776676769993325,2.986518498852377,2.6859598715199144,3.55
"Chthon",General Reading,2012,https://www.goodreads.com/review/show/370176797?utm_medium=api&utm_source=rss,1,3.32,2.8599564315618404,2.8606176201027456,2.6652901079298643,3.32
"Under a Velvet Cloak (Incarnations of Immortality, #8)",General Reading,2012,https://www.goodreads.com/review/show/370176741?utm_medium=api&utm_source=rss,2,3.59,3.1155305022928093,3.082543237186989,2.8817425997587325,3.59
"Statesman (Bio of a Space Tyrant, #5)",General Reading,2012,https://www.goodreads.com/review/show/370173156?utm_medium=api&utm_source=rss,3,3.73,3.2480503908199787,3.133739167413593,2.9420243767299623,3.73
"Executive (Bio of a Space Tyrant, #4)",General Reading,2012,https://www.goodreads.com/review/show/370173107?utm_medium=api&utm_source=rss,3,3.73,3.2480503908199787,3.133739167413593,2.9420243767299623,3.73
"Politician (Bio of a Space Tyrant, #3)",General Reading,2012,https://www.goodreads.com/review/show/370173077?utm_medium=api&utm_source=rss,3,3.73,3.2480503908199787,3.133739167413593,2.9420243767299623,3.73
"Mercenary (Bio of a Space Tyrant, #2)",General Reading,2012,https://www.goodreads.com/review/show/370173053?utm_medium=api&utm_source=rss,3,3.81,3.323776041406933,3.151179036164781,2.621145477958113,3.81
"The Dastard (Xanth #24)",General Reading,2012,https://www.goodreads.com/review/show/370172995?utm_medium=api&utm_source=rss,2,3.81,3.323776041406933,3.151179036164781,2.621145477958113,3.81
"Refugee (Bio of a Space Tyrant, #1)",General Reading,2012,https://www.goodreads.com/review/show/370172926?utm_medium=api&utm_source=rss,3,3.74,3.2575160971433488,3.133739167413593,2.9420243767299623,3.74
"Yon Ill Wind (Xanth, #20)",General Reading,2012,https://www.goodreads.com/review/show/370172886?utm_medium=api&utm_source=rss,4,3.77,3.2859132161134554,3.1396523968756425,2.82691905075889,3.77
"Phaze Doubt (Apprentice Adept, #7)",General Reading,2012,https://www.goodreads.com/review/show/370172863?utm_medium=api&utm_source=rss,3,3.83,3.3427074540536714,3.1791866000905817,2.621145477958113,3.83
"Robot Adept (Apprentice Adept, #5)",General Reading,2012,https://www.goodreads.com/review/show/370172738?utm_medium=api&utm_source=rss,2,3.8,3.314310335083564,3.15597753343254,2.82691905075889,3.8
"Out of Phaze (Apprentice Adept, #4)",General Reading,2012,https://www.goodreads.com/review/show/370172699?utm_medium=api&utm_source=rss,3,3.8,3.314310335083564,3.15597753343254,2.82691905075889,3.8
"The Color of Her Panties (Xanth #15)",General Reading,2012,https://www.goodreads.com/review/show/370172665?utm_medium=api&utm_source=rss,3,3.68,3.200721859203133,3.06925610764986,2.6920097982944986,3.68
"Juxtaposition (Apprentice Adept, #3)",General Reading,2012,https://www.goodreads.com/review/show/370172574?utm_medium=api&utm_source=rss,4,3.93,3.437364517287364,3.1705351892940024,2.645010657526909,3.93
"Blue Adept (Apprentice Adept, #2)",General Reading,2012,https://www.goodreads.com/review/show/370172548?utm_medium=api&utm_source=rss,4,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"Crewel Lye: A Caustic Yarn (Xanth #8)",General Reading,2012,https://www.goodreads.com/review/show/370172483?utm_medium=api&utm_source=rss,2,3.74,3.2575160971433488,3.133739167413593,2.9420243767299623,3.74
"Split Infinity (Apprentice Adept, #1)",General Reading,2012,https://www.goodreads.com/review/show/370172481?utm_medium=api&utm_source=rss,4,3.97,3.475227342580841,3.134045811789025,2.5386562938085575,3.97
"And Eternity (Incarnations of Immortality, #7)",General Reading,2012,https://www.goodreads.com/review/show/370172482?utm_medium=api&utm_source=rss,4,3.87,3.380570279347148,3.1916184602363327,2.621145477958113,3.87
"For Love of Evil (Incarnations of Immortality, #6)",General Reading,2012,https://www.goodreads.com/review/show/370172367?utm_medium=api&utm_source=rss,4,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"Ogre, Ogre (Xanth #5)",General Reading,2012,https://www.goodreads.com/review/show/370172229?utm_medium=api&utm_source=rss,3,3.77,3.2859132161134554,3.1396523968756425,2.82691905075889,3.77
"Centaur Aisle (Xanth, #4)",General Reading,2012,https://www.goodreads.com/review/show/370172209?utm_medium=api&utm_source=rss,4,3.81,3.323776041406933,3.151179036164781,2.621145477958113,3.81
"Night Mare (Xanth, #6)",General Reading,2012,https://www.goodreads.com/review/show/370172190?utm_medium=api&utm_source=rss,2,3.86,3.371104573023779,3.186715309829828,2.621145477958113,3.86
"Being a Green Mother (Incarnations of Immortality, #5)",General Reading,2012,https://www.goodreads.com/review/show/370172159?utm_medium=api&utm_source=rss,2,3.97,3.475227342580841,3.134045811789025,2.5386562938085575,3.97
"Wielding a Red Sword (Incarnations of Immortality, #4)",General Reading,2012,https://www.goodreads.com/review/show/370172129?utm_medium=api&utm_source=rss,4,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"With a Tangled Skein (Incarnations of Immortality, #3)",General Reading,2012,https://www.goodreads.com/review/show/370172074?utm_medium=api&utm_source=rss,3,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"Bearing an Hourglass (Incarnations of Immortality, #2)",General Reading,2012,https://www.goodreads.com/review/show/370172063?utm_medium=api&utm_source=rss,4,3.96,3.4657616362574717,3.1368509099167032,2.5386562938085575,3.96
"Castle Roogna (Xanth, #3)",General Reading,2012,https://www.goodreads.com/review/show/370172060?utm_medium=api&utm_source=rss,2,3.91,3.4184331046406258,3.167601003404526,2.621145477958113,3.91
"The Source of Magic (Xanth, #2)",General Reading,2012,https://www.goodreads.com/review/show/370171985?utm_medium=api&utm_source=rss,3,3.9,3.4089673983172557,3.1602654121873868,2.621145477958113,3.9
"A Spell for Chameleon (Xanth, #1)",General Reading,2012,https://www.goodreads.com/review/show/370171954?utm_medium=api&utm_source=rss,3,3.91,3.4184331046406258,3.167601003404526,2.621145477958113,3.91
"On a Pale Horse (Incarnations of Immortality, #1)",General Reading,2012,https://www.goodreads.com/review/show/370171930?utm_medium=api&utm_source=rss,4,4.13,3.6266786437547487,3.2504111143680525,2.5515307663290194,4.13
"Foundation and Earth (Foundation, #5)",General Reading,2012,https://www.goodreads.com/review/show/370171857?utm_medium=api&utm_source=rss,3,4.06,3.5604186994911635,3.1458820859969077,2.57426083774174,4.06
"Foundation's Edge (Foundation, #4)",General Reading,2012,https://www.goodreads.com/review/show/370171764?utm_medium=api&utm_source=rss,4,4.16,3.6550757627248562,3.2764615559201165,2.6440748476244127,4.16
"Second Foundation (Foundation, #3)",General Reading,2012,https://www.goodreads.com/review/show/370171639?utm_medium=api&utm_source=rss,3,4.27,3.7591985322819172,3.447846145126452,2.9275548225167403,4.27
"Forward the Foundation (Foundation, #7)",General Reading,2012,https://www.goodreads.com/review/show/370171581?utm_medium=api&utm_source=rss,4,4.15,3.645610056401488,3.2800756050654156,2.6440748476244127,4.15
"Prelude to Foundation (Foundation, #6)",General Reading,2012,https://www.goodreads.com/review/show/370171474?utm_medium=api&utm_source=rss,2,4.16,3.6550757627248562,3.2764615559201165,2.6440748476244127,4.16
"Nemesis",General Reading,2012,https://www.goodreads.com/review/show/370171355?utm_medium=api&utm_source=rss,2,3.8,3.314310335083564,3.15597753343254,2.82691905075889,3.8
"The Odyssey",General Reading,2012,https://www.goodreads.com/review/show/370166216?utm_medium=api&utm_source=rss,4,3.81,3.323776041406933,3.151179036164781,2.621145477958113,3.81
"Frankenstein",General Reading,2012,https://www.goodreads.com/review/show/370166171?utm_medium=api&utm_source=rss,2,3.77,3.2859132161134554,3.1396523968756425,2.82691905075889,3.77
"A People’s History of the United States: 1492 - Present",General Reading,2012,https://www.goodreads.com/review/show/370166111?utm_medium=api&utm_source=rss,2,4.08,3.5793501121379028,3.2941670084941954,2.7622671254511912,4.08
"The Giving Tree",General Reading,2012,https://www.goodreads.com/review/show/370165959?utm_medium=api&utm_source=rss,3,4.38,3.86332130183898,3.5961210061167157,2.954018112679327,4.38
"The Crucible",General Reading,2012,https://www.goodreads.com/review/show/370165673?utm_medium=api&utm_source=rss,3,3.61,3.1344619149395485,3.091631454525206,2.8817425997587325,3.61
"Treasure Island",General Reading,2012,https://www.goodreads.com/review/show/370165629?utm_medium=api&utm_source=rss,5,3.84,3.3521731603770406,3.1840477112016923,2.621145477958113,3.84
"Dr. Jekyll and Mr. Hyde",General Reading,2012,https://www.goodreads.com/review/show/370165563?utm_medium=api&utm_source=rss,4,3.84,3.3521731603770406,3.1840477112016923,2.621145477958113,3.84
"The Taming of the Shrew",General Reading,2012,https://www.goodreads.com/review/show/370165453?utm_medium=api&utm_source=rss,2,3.76,3.2764475097900863,3.143957952431198,2.9420243767299623,3.76
"Candide",General Reading,2012,https://www.goodreads.com/review/show/370165388?utm_medium=api&utm_source=rss,3,3.76,3.2764475097900863,3.143957952431198,2.9420243767299623,3.76
"Twenty Thousand Leagues Under the Sea",General Reading,2012,https://www.goodreads.com/review/show/370165332?utm_medium=api&utm_source=rss,5,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"Where the Red Fern Grows",General Reading,2012,https://www.goodreads.com/review/show/370165294?utm_medium=api&utm_source=rss,4,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"The Tell-Tale Heart and Other Writings",General Reading,2012,https://www.goodreads.com/review/show/370165206?utm_medium=api&utm_source=rss,4,4.19,3.6834728816949647,3.3149541704042047,2.6440748476244127,4.19
"Journey to the Center of the Earth",General Reading,2012,https://www.goodreads.com/review/show/370164958?utm_medium=api&utm_source=rss,4,3.86,3.371104573023779,3.186715309829828,2.621145477958113,3.86
"Debt of Bones (Sword of Truth, #0.5)",General Reading,2012,https://www.goodreads.com/review/show/370164653?utm_medium=api&utm_source=rss,1,3.88,3.3900359856705173,3.1916184602363327,2.621145477958113,3.88
"Confessor (Sword of Truth, #11)",General Reading,2012,https://www.goodreads.com/review/show/370164606?utm_medium=api&utm_source=rss,3,4.08,3.5793501121379028,3.2941670084941954,2.7622671254511912,4.08
"Chainfire (Sword of Truth, #9)",General Reading,2012,https://www.goodreads.com/review/show/370164566?utm_medium=api&utm_source=rss,2,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"Naked Empire (Sword of Truth, #8)",General Reading,2012,https://www.goodreads.com/review/show/370164496?utm_medium=api&utm_source=rss,2,3.82,3.3332417477303022,3.157021060768792,2.621145477958113,3.82
"The Pillars of Creation (Sword of Truth, #7)",General Reading,2012,https://www.goodreads.com/review/show/370164441?utm_medium=api&utm_source=rss,2,3.7,3.219653271849872,3.1058996741370155,2.6920097982944986,3.7
"Soul of the Fire (Sword of Truth, #5)",General Reading,2012,https://www.goodreads.com/review/show/370164405?utm_medium=api&utm_source=rss,2,3.87,3.380570279347148,3.1916184602363327,2.621145477958113,3.87
"Faith of the Fallen (Sword of Truth, #6)",General Reading,2012,https://www.goodreads.com/review/show/370164371?utm_medium=api&utm_source=rss,1,4.1,3.5982815247846403,3.299161823709844,2.7622671254511912,4.1
"Temple of the Winds (Sword of Truth, #4)",General Reading,2012,https://www.goodreads.com/review/show/370164318?utm_medium=api&utm_source=rss,3,4.03,3.532021580521057,3.130877929761123,2.57426083774174,4.03
"Blood of the Fold (Sword of Truth, #3)",General Reading,2012,https://www.goodreads.com/review/show/370164290?utm_medium=api&utm_source=rss,3,3.99,3.4941587552275792,3.109294885935889,2.5386562938085575,3.99
"Wizard's First Rule (Sword of Truth, #1)",General Reading,2012,https://www.goodreads.com/review/show/370163289?utm_medium=api&utm_source=rss,5,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"Stone of Tears (Sword of Truth, #2)",General Reading,2012,https://www.goodreads.com/review/show/369823973?utm_medium=api&utm_source=rss,4,4.1,3.5982815247846403,3.299161823709844,2.7622671254511912,4.1
"Triss (Redwall, #15)",General Reading,2012,https://www.goodreads.com/review/show/370163875?utm_medium=api&utm_source=rss,4,4.03,3.532021580521057,3.130877929761123,2.57426083774174,4.03
"The Legend of Luke (Redwall, #12)",General Reading,2012,https://www.goodreads.com/review/show/370163839?utm_medium=api&utm_source=rss,2,4.04,3.541487286844425,3.1413284543957407,2.57426083774174,4.04
"Taggerung (Redwall, #14)",General Reading,2012,https://www.goodreads.com/review/show/370163852?utm_medium=api&utm_source=rss,4,4.17,3.6645414690482254,3.2943931354785496,2.6440748476244127,4.17
"Marlfox (Redwall, #11)",General Reading,2012,https://www.goodreads.com/review/show/370163806?utm_medium=api&utm_source=rss,4,4.05,3.5509529931677943,3.152219098660406,2.57426083774174,4.05
"Pearls of Lutra (Redwall, #9)",General Reading,2012,https://www.goodreads.com/review/show/370163771?utm_medium=api&utm_source=rss,4,4.03,3.532021580521057,3.130877929761123,2.57426083774174,4.03
"The Long Patrol (Redwall, #10)",General Reading,2012,https://www.goodreads.com/review/show/370163754?utm_medium=api&utm_source=rss,4,4.14,3.636144350078118,3.2468061167187683,2.5515307663290194,4.14
"Outcast of Redwall (Redwall, #8)",General Reading,2012,https://www.goodreads.com/review/show/370163730?utm_medium=api&utm_source=rss,3,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"The Bellmaker (Redwall, #7)",General Reading,2012,https://www.goodreads.com/review/show/370163707?utm_medium=api&utm_source=rss,3,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"Mariel of Redwall (Redwall, #4)",General Reading,2012,https://www.goodreads.com/review/show/370163670?utm_medium=api&utm_source=rss,3,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"Lord Brocktree (Redwall, #13)",General Reading,2012,https://www.goodreads.com/review/show/370163637?utm_medium=api&utm_source=rss,2,3.99,3.4941587552275792,3.109294885935889,2.5386562938085575,3.99
"Salamandastron (Redwall, #5)",General Reading,2012,https://www.goodreads.com/review/show/370163603?utm_medium=api&utm_source=rss,4,4.11,3.6077472311080103,3.290748344706648,2.7622671254511912,4.11
"Mattimeo (Redwall, #3)",General Reading,2012,https://www.goodreads.com/review/show/370163550?utm_medium=api&utm_source=rss,3,4.08,3.5793501121379028,3.2941670084941954,2.7622671254511912,4.08
"Mossflower (Redwall, #2)",General Reading,2012,https://www.goodreads.com/review/show/370163533?utm_medium=api&utm_source=rss,2,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"Redwall (Redwall, #1)",General Reading,2012,https://www.goodreads.com/review/show/370163492?utm_medium=api&utm_source=rss,4,4.14,3.636144350078118,3.2468061167187683,2.5515307663290194,4.14
"Heaven's Reach (Uplift Storm Trilogy, #3)",General Reading,2012,https://www.goodreads.com/review/show/370163358?utm_medium=api&utm_source=rss,3,3.97,3.475227342580841,3.134045811789025,2.5386562938085575,3.97
"New Spring (The Wheel of Time, #0)",General Reading,2012,https://www.goodreads.com/review/show/370163231?utm_medium=api&utm_source=rss,1,4.07,3.5698844058145327,3.280851700523182,2.7622671254511912,4.07
"Unfinished Tales",General Reading,2012,https://www.goodreads.com/review/show/370163210?utm_medium=api&utm_source=rss,3,4.01,3.5130901678743176,3.130877929761123,2.57426083774174,4.01
"Interview with the Vampire (The Vampire Chronicles, #1)",General Reading,2012,https://www.goodreads.com/review/show/370163176?utm_medium=api&utm_source=rss,4,4.04,3.541487286844425,3.1413284543957407,2.57426083774174,4.04
"The Sword of Shannara (The Original Shannara Trilogy, #1)",General Reading,2012,https://www.goodreads.com/review/show/370162977?utm_medium=api&utm_source=rss,1,3.79,3.3048446287601947,3.154483880122026,2.82691905075889,3.79
"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",General Reading,2012,https://www.goodreads.com/review/show/370162963?utm_medium=api&utm_source=rss,1,3.99,3.4941587552275792,3.109294885935889,2.5386562938085575,3.99
"The Druid of Shannara (Heritage of Shannara, #2)",General Reading,2012,https://www.goodreads.com/review/show/370162943?utm_medium=api&utm_source=rss,1,4.05,3.5509529931677943,3.152219098660406,2.57426083774174,4.05
"The Scions of Shannara (Heritage of Shannara, #1)",General Reading,2012,https://www.goodreads.com/review/show/370162933?utm_medium=api&utm_source=rss,1,4.02,3.522555874197687,3.130877929761123,2.57426083774174,4.02
"The Elf Queen of Shannara (Heritage of Shannara, #3)",General Reading,2012,https://www.goodreads.com/review/show/370162909?utm_medium=api&utm_source=rss,1,4.06,3.5604186994911635,3.1458820859969077,2.57426083774174,4.06
"Life of Pi",General Reading,2012,https://www.goodreads.com/review/show/370162343?utm_medium=api&utm_source=rss,4,3.94,3.4468302236107324,3.167391229562459,2.645010657526909,3.94
"The Alienist (Dr. Laszlo Kreizler, #1)",General Reading,2012,https://www.goodreads.com/review/show/370161714?utm_medium=api&utm_source=rss,4,4.06,3.5604186994911635,3.1458820859969077,2.57426083774174,4.06
"The Haunted Mesa",General Reading,2012,https://www.goodreads.com/review/show/370161640?utm_medium=api&utm_source=rss,3,3.79,3.3048446287601947,3.154483880122026,2.82691905075889,3.79
"Utopia",General Reading,2012,https://www.goodreads.com/review/show/370161555?utm_medium=api&utm_source=rss,2,3.86,3.371104573023779,3.186715309829828,2.621145477958113,3.86
"Randomized Clinical Trials: Design, Practice and Reporting",General Reading,2012,https://www.goodreads.com/review/show/370160441?utm_medium=api&utm_source=rss,3,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"What Is Life? with Mind and Matter and Autobiographical Sketches",General Reading,2012,https://www.goodreads.com/review/show/370160021?utm_medium=api&utm_source=rss,5,4.16,3.6550757627248562,3.2764615559201165,2.6440748476244127,4.16
"God & Golem, Inc.",General Reading,2012,https://www.goodreads.com/review/show/370159029?utm_medium=api&utm_source=rss,2,3.64,3.162859033909656,3.077028370109622,2.865842948517334,3.64
"Distrust That Particular Flavor",General Reading,2012,https://www.goodreads.com/review/show/370157050?utm_medium=api&utm_source=rss,3,3.77,3.2859132161134554,3.1396523968756425,2.82691905075889,3.77
"Blunder: Why Smart People Make Bad Decisions",General Reading,2012,https://www.goodreads.com/review/show/370156920?utm_medium=api&utm_source=rss,2,3.54,3.0682019706759633,2.986518498852377,2.6652901079298643,3.54
"The Intelligent Universe: A New View of Creation and Evolution",General Reading,2012,https://www.goodreads.com/review/show/370156738?utm_medium=api&utm_source=rss,3,4.03,3.532021580521057,3.130877929761123,2.57426083774174,4.03
"Famous First Bubbles: The Fundamentals of Early Manias",General Reading,2012,https://www.goodreads.com/review/show/370156293?utm_medium=api&utm_source=rss,4,3.26,2.8031621936216244,2.8606176201027456,2.6652901079298643,3.26
"Deep Survival: Who Lives, Who Dies, and Why",General Reading,2012,https://www.goodreads.com/review/show/370155940?utm_medium=api&utm_source=rss,4,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"Invisible Cities",General Reading,2012,https://www.goodreads.com/review/show/370155044?utm_medium=api&utm_source=rss,5,4.15,3.645610056401488,3.2800756050654156,2.6440748476244127,4.15
"Radiance (Luminosity, #2)",General Reading,2012,https://www.goodreads.com/review/show/370153550?utm_medium=api&utm_source=rss,2,3.81,3.323776041406933,3.151179036164781,2.621145477958113,3.81
"Luminosity (Luminosity, #1)",General Reading,2012,https://www.goodreads.com/review/show/370153518?utm_medium=api&utm_source=rss,3,3.69,3.210187565526502,3.083161219694678,2.6920097982944986,3.69
"U.S.A.: The 42nd Parallel / 1919 / The Big Money",General Reading,2012,https://www.goodreads.com/review/show/370152906?utm_medium=api&utm_source=rss,4,4.11,3.6077472311080103,3.290748344706648,2.7622671254511912,4.11
"Reflections of a Political Economist: Selected Articles on Government Policies and Political Processes",General Reading,2012,https://www.goodreads.com/review/show/370152309?utm_medium=api&utm_source=rss,2,2.5,2.0837685130455625,2.8606176201027456,2.6652901079298643,2.5
"Shining Steel",General Reading,2012,https://www.goodreads.com/review/show/370151927?utm_medium=api&utm_source=rss,3,3.04,2.5949166545075015,2.8606176201027456,2.6652901079298643,3.04
"Nightside City",General Reading,2012,https://www.goodreads.com/review/show/370151769?utm_medium=api&utm_source=rss,2,3.57,3.096599089646071,3.0808205669360933,2.910628499887679,3.57
"On the Beach",General Reading,2012,https://www.goodreads.com/review/show/370148415?utm_medium=api&utm_source=rss,4,3.96,3.4657616362574717,3.1368509099167032,2.5386562938085575,3.96
"TAZ: The Temporary Autonomous Zone (New Autonomy)",General Reading,2012,https://www.goodreads.com/review/show/370144577?utm_medium=api&utm_source=rss,3,3.98,3.48469304890421,3.1166020754783723,2.5386562938085575,3.98
"Silence",General Reading,2012,https://www.goodreads.com/review/show/370144077?utm_medium=api&utm_source=rss,3,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"Anti-Intellectualism in American Life",General Reading,2012,https://www.goodreads.com/review/show/370143435?utm_medium=api&utm_source=rss,4,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"The Zen Works of Stonehouse: Poems and Talks of a 14th-Century Chinese Hermit",General Reading,2012,https://www.goodreads.com/review/show/370140125?utm_medium=api&utm_source=rss,2,4.45,3.9295812461025643,3.697616420274242,3.361656719965461,4.45
"Peace on Earth",General Reading,2012,https://www.goodreads.com/review/show/370139907?utm_medium=api&utm_source=rss,3,3.98,3.48469304890421,3.1166020754783723,2.5386562938085575,3.98
"His Master's Voice",General Reading,2012,https://www.goodreads.com/review/show/370139850?utm_medium=api&utm_source=rss,4,4.11,3.6077472311080103,3.290748344706648,2.7622671254511912,4.11
"Li Po and Tu Fu: Poems",General Reading,2012,https://www.goodreads.com/review/show/370139534?utm_medium=api&utm_source=rss,4,4.09,3.588815818461272,3.301044940592961,2.7622671254511912,4.09
"Mark Lombardi: Global Networks",General Reading,2012,https://www.goodreads.com/review/show/370139158?utm_medium=api&utm_source=rss,5,4.4,3.8822527144857184,3.6096795378627475,2.9257548071628277,4.4
"Lilith: A Snake in the Grass (The Four Lords of the Diamond, #1)",General Reading,2012,https://www.goodreads.com/review/show/370134157?utm_medium=api&utm_source=rss,3,3.88,3.3900359856705173,3.1916184602363327,2.621145477958113,3.88
"The Return of Nathan Brazil (Saga of the Well World, #4)",General Reading,2012,https://www.goodreads.com/review/show/370134039?utm_medium=api&utm_source=rss,3,4.02,3.522555874197687,3.130877929761123,2.57426083774174,4.02
"Twilight at the Well of Souls (Saga of the Well World, #5)",General Reading,2012,https://www.goodreads.com/review/show/370133999?utm_medium=api&utm_source=rss,3,4.04,3.541487286844425,3.1413284543957407,2.57426083774174,4.04
"Cerberus: A Wolf in the Fold (The Four Lords of the Diamond, #2)",General Reading,2012,https://www.goodreads.com/review/show/370133887?utm_medium=api&utm_source=rss,2,3.94,3.4468302236107324,3.167391229562459,2.645010657526909,3.94
